open,high,low,close,volume,symbol,datetime_est,momentum_signal,mean_reversion_signal,breakout_signal,reversal_signal,vwap_trend_signal,ema_12_26_signal,scalping_signal,heikin_ashi_signal,market_regime_ADX,market_regime_MA,volatility
5346500000000,5346500000000,5344500000000,5345500000000,2373,ESM4,2024-05-20 11:40:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1496418282.7765472
5345250000000,5345750000000,5345000000000,5345500000000,1331,ESM4,2024-05-20 11:41:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1496987716.209654
5345500000000,5345750000000,5344250000000,5344250000000,1223,ESM4,2024-05-20 11:42:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1502460103.9283729
5344250000000,5344250000000,5343000000000,5343500000000,2575,ESM4,2024-05-20 11:43:00,SELL,HOLD,HOLD,HOLD,HOLD,SELL,HOLD,SELL,range-bound,bull,1513470658.6528988
5343500000000,5343750000000,5342500000000,5343250000000,2187,ESM4,2024-05-20 11:44:00,SELL,HOLD,HOLD,HOLD,HOLD,SELL,HOLD,SELL,range-bound,bull,1541246871.6758418
5343500000000,5343500000000,5342500000000,5342750000000,1577,ESM4,2024-05-20 11:45:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1581677762.9188726
5343000000000,5343000000000,5342500000000,5343000000000,1541,ESM4,2024-05-20 11:46:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1611531206.1945603
5343000000000,5343750000000,5342000000000,5342250000000,1925,ESM4,2024-05-20 11:47:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1665150825.8958917
5342500000000,5342750000000,5342000000000,5342250000000,1642,ESM4,2024-05-20 11:48:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1714871082.1912541
5342500000000,5342500000000,5341750000000,5342500000000,2030,ESM4,2024-05-20 11:49:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1744435598.068272
5342500000000,5343250000000,5342250000000,5343000000000,1998,ESM4,2024-05-20 11:50:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1762581039.1138437
5343000000000,5343000000000,5341500000000,5342500000000,2283,ESM4,2024-05-20 11:51:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1797479998.1320994
5342500000000,5342750000000,5342000000000,5342500000000,1151,ESM4,2024-05-20 11:52:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1824237075.969246
5342500000000,5342500000000,5341500000000,5342250000000,2718,ESM4,2024-05-20 11:53:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1857570505.2749074
5342250000000,5342750000000,5341500000000,5341500000000,1769,ESM4,2024-05-20 11:54:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1917934363.441548
5341750000000,5341750000000,5340750000000,5341500000000,2893,ESM4,2024-05-20 11:55:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1977349644.4502692
5341750000000,5342250000000,5341250000000,5342250000000,1377,ESM4,2024-05-20 11:56:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2008708942.6809008
5342250000000,5343500000000,5342000000000,5342750000000,2673,ESM4,2024-05-20 11:57:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2027431823.3231816
5343000000000,5343250000000,5342250000000,5342500000000,1326,ESM4,2024-05-20 11:58:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2050468042.2191434
5342750000000,5342750000000,5342250000000,5342500000000,1288,ESM4,2024-05-20 11:59:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2071831888.445369
5342750000000,5343750000000,5342250000000,5343500000000,1645,ESM4,2024-05-20 12:00:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2068843550.538679
5343750000000,5344500000000,5342750000000,5342750000000,2077,ESM4,2024-05-20 12:01:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2076853559.428857
5343000000000,5344000000000,5342750000000,5344000000000,975,ESM4,2024-05-20 12:02:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2069957058.1208172
5344000000000,5344000000000,5343500000000,5343750000000,1531,ESM4,2024-05-20 12:03:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2060833042.370287
5344000000000,5344500000000,5343500000000,5344250000000,1338,ESM4,2024-05-20 12:04:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2058104821.1371715
5344500000000,5345000000000,5344000000000,5344500000000,2155,ESM4,2024-05-20 12:05:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2052452954.772968
5344750000000,5344750000000,5344000000000,5344000000000,1429,ESM4,2024-05-20 12:06:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2036317978.4441233
5344250000000,5344500000000,5343250000000,5343250000000,1691,ESM4,2024-05-20 12:07:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2039586138.5107813
5343500000000,5344000000000,5343000000000,5343500000000,975,ESM4,2024-05-20 12:08:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2044223816.1081724
5343750000000,5343750000000,5343000000000,5343500000000,639,ESM4,2024-05-20 12:09:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2036798463.2848182
5343500000000,5343500000000,5342250000000,5342250000000,1229,ESM4,2024-05-20 12:10:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2024985970.8296673
5342000000000,5342500000000,5341250000000,5341750000000,1669,ESM4,2024-05-20 12:11:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2034146633.2319164
5341750000000,5341750000000,5340000000000,5340500000000,3035,ESM4,2024-05-20 12:12:00,SELL,HOLD,SELL,HOLD,HOLD,HOLD,BUY,SELL,range-bound,range-bound,2079086580.7690773
5340500000000,5342250000000,5340250000000,5341500000000,2195,ESM4,2024-05-20 12:13:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2058380873.0193243
5341500000000,5342000000000,5341250000000,5341750000000,687,ESM4,2024-05-20 12:14:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2048157585.533121
5341500000000,5342250000000,5341000000000,5341250000000,1298,ESM4,2024-05-20 12:15:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2036937937.6506383
5341000000000,5341250000000,5340000000000,5340500000000,1456,ESM4,2024-05-20 12:16:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2057153692.204896
5340500000000,5341250000000,5340500000000,5340500000000,1268,ESM4,2024-05-20 12:17:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2010342576.0162868
5340500000000,5341750000000,5340500000000,5341750000000,1264,ESM4,2024-05-20 12:18:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1903064381.626862
5341500000000,5341750000000,5340500000000,5340750000000,977,ESM4,2024-05-20 12:19:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1817545658.9673219
5341000000000,5342500000000,5340750000000,5342250000000,1471,ESM4,2024-05-20 12:20:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1698000904.2733002
5342500000000,5342500000000,5340500000000,5340500000000,1349,ESM4,2024-05-20 12:21:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1629936170.3436134
5340500000000,5340750000000,5339750000000,5340000000000,1560,ESM4,2024-05-20 12:22:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1563512298.406861
5340000000000,5340500000000,5339500000000,5340250000000,1310,ESM4,2024-05-20 12:23:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1450313445.8123963
5340500000000,5340500000000,5339500000000,5339500000000,1099,ESM4,2024-05-20 12:24:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1396921217.9218535
5339500000000,5340000000000,5339250000000,5339500000000,1153,ESM4,2024-05-20 12:25:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1384938827.4374385
5339500000000,5340250000000,5339000000000,5339250000000,1622,ESM4,2024-05-20 12:26:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1371195379.1716926
5339250000000,5340000000000,5339250000000,5339500000000,1304,ESM4,2024-05-20 12:27:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1390307356.5356395
5339500000000,5340000000000,5339000000000,5339750000000,1797,ESM4,2024-05-20 12:28:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1414615270.6008084
5339750000000,5340750000000,5339500000000,5340250000000,1293,ESM4,2024-05-20 12:29:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1424222275.8713636
5340250000000,5340500000000,5339750000000,5340250000000,1270,ESM4,2024-05-20 12:30:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1439653086.7812698
5340250000000,5340500000000,5339750000000,5340250000000,1237,ESM4,2024-05-20 12:31:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1448549431.2317724
5340250000000,5341500000000,5340250000000,5341250000000,1527,ESM4,2024-05-20 12:32:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1449159456.8883972
5341250000000,5341250000000,5339750000000,5340500000000,1674,ESM4,2024-05-20 12:33:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1459642269.7807233
5340250000000,5340750000000,5340250000000,5340250000000,968,ESM4,2024-05-20 12:34:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1471466835.0454288
5340500000000,5340750000000,5340250000000,5340500000000,1066,ESM4,2024-05-20 12:35:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1468030529.8379776
5340500000000,5341250000000,5340250000000,5341250000000,886,ESM4,2024-05-20 12:36:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1463076701.5148404
5341000000000,5341000000000,5340500000000,5341000000000,1132,ESM4,2024-05-20 12:37:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1459317849.555055
5341000000000,5342500000000,5340750000000,5342250000000,1997,ESM4,2024-05-20 12:38:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1459317849.555055
5342000000000,5343500000000,5342000000000,5342500000000,2336,ESM4,2024-05-20 12:39:00,BUY,HOLD,BUY,HOLD,HOLD,BUY,BUY,BUY,range-bound,range-bound,1465792611.5142734
5342500000000,5343000000000,5342000000000,5342250000000,1365,ESM4,2024-05-20 12:40:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1468954826.7392242
5342500000000,5343250000000,5342250000000,5342750000000,1570,ESM4,2024-05-20 12:41:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1475772353.913853
5343000000000,5343750000000,5342750000000,5343000000000,1421,ESM4,2024-05-20 12:42:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1480577112.4906273
5343250000000,5344000000000,5343000000000,5343750000000,1289,ESM4,2024-05-20 12:43:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1508770654.8915508
5343750000000,5344000000000,5343250000000,5343500000000,1209,ESM4,2024-05-20 12:44:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1528723307.0992157
5343500000000,5343750000000,5342000000000,5342750000000,2122,ESM4,2024-05-20 12:45:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1512406604.5699565
5342750000000,5343000000000,5342250000000,5342750000000,984,ESM4,2024-05-20 12:46:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1512406604.5699565
5343000000000,5343250000000,5342500000000,5342500000000,647,ESM4,2024-05-20 12:47:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1475772353.9138892
5342750000000,5343000000000,5342000000000,5342500000000,980,ESM4,2024-05-20 12:48:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1446390491.7820172
5342500000000,5342500000000,5341250000000,5341250000000,1150,ESM4,2024-05-20 12:49:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1389489769.070857
5341500000000,5342750000000,5341500000000,5342500000000,1296,ESM4,2024-05-20 12:50:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1322827931.948693
5342750000000,5343500000000,5342500000000,5343250000000,1500,ESM4,2024-05-20 12:51:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1294900643.6546764
5343500000000,5343750000000,5343000000000,5343500000000,1542,ESM4,2024-05-20 12:52:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1303210875.5026202
5343750000000,5344250000000,5343500000000,5343750000000,1520,ESM4,2024-05-20 12:53:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1312527056.062881
5343750000000,5344250000000,5343500000000,5343500000000,976,ESM4,2024-05-20 12:54:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1312527056.062881
5343500000000,5344500000000,5343250000000,5344000000000,1665,ESM4,2024-05-20 12:55:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1360796706.6899626
5344000000000,5344000000000,5343000000000,5343000000000,986,ESM4,2024-05-20 12:56:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1378198758.6530817
5343250000000,5343500000000,5343000000000,5343500000000,1071,ESM4,2024-05-20 12:57:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1398660073.131521
5343500000000,5344250000000,5343250000000,5344000000000,1054,ESM4,2024-05-20 12:58:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1442872590.8078434
5344250000000,5344750000000,5344000000000,5344500000000,1805,ESM4,2024-05-20 12:59:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1503216248.942024
5344750000000,5344750000000,5344000000000,5344500000000,1295,ESM4,2024-05-20 13:00:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1556592367.3702416
5344500000000,5344500000000,5342750000000,5343250000000,1783,ESM4,2024-05-20 13:01:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1558153044.2377799
5343500000000,5344500000000,5343500000000,5344250000000,1046,ESM4,2024-05-20 13:02:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1583472880.6690578
5344250000000,5344250000000,5343750000000,5344000000000,670,ESM4,2024-05-20 13:03:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1612275354.3860722
5344000000000,5344500000000,5343750000000,5344500000000,592,ESM4,2024-05-20 13:04:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1642821851.7368188
5344500000000,5344500000000,5343500000000,5343500000000,684,ESM4,2024-05-20 13:05:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1656217242.9172409
5343750000000,5344000000000,5342750000000,5343500000000,1247,ESM4,2024-05-20 13:06:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1650260157.0784407
5343750000000,5344500000000,5343750000000,5344000000000,1515,ESM4,2024-05-20 13:07:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1637972693.801077
5344250000000,5344750000000,5344000000000,5344500000000,918,ESM4,2024-05-20 13:08:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1641572447.7448378
5344750000000,5344750000000,5344250000000,5344250000000,1063,ESM4,2024-05-20 13:09:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1605742535.7433772
5344500000000,5344500000000,5343000000000,5343250000000,1189,ESM4,2024-05-20 13:10:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1544418101.7182667
5343500000000,5343750000000,5343250000000,5343500000000,477,ESM4,2024-05-20 13:11:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1465986412.5582604
5343750000000,5344250000000,5343500000000,5344000000000,433,ESM4,2024-05-20 13:12:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1398547226.0975683
5344000000000,5344000000000,5343250000000,5343500000000,1085,ESM4,2024-05-20 13:13:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1325902589.5441384
5343250000000,5344500000000,5343250000000,5344250000000,1610,ESM4,2024-05-20 13:14:00,HOLD,HOLD,BUY,HOLD,HOLD,HOLD,BUY,BUY,range-bound,range-bound,1282531233.0816143
5344000000000,5345250000000,5344000000000,5345250000000,1074,ESM4,2024-05-20 13:15:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1262688129.8747458
5345250000000,5345500000000,5344750000000,5344750000000,980,ESM4,2024-05-20 13:16:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1214989504.1301706
5345000000000,5345000000000,5344000000000,5344000000000,975,ESM4,2024-05-20 13:17:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1187237477.710684
5344250000000,5344250000000,5343000000000,5343000000000,1237,ESM4,2024-05-20 13:18:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1114839074.402692
5343000000000,5343500000000,5342250000000,5342750000000,1437,ESM4,2024-05-20 13:19:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1020527938.3373333
5343000000000,5343000000000,5342000000000,5342000000000,1049,ESM4,2024-05-20 13:20:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,948982709.0197663
5342000000000,5342250000000,5340750000000,5341750000000,2443,ESM4,2024-05-20 13:21:00,SELL,HOLD,SELL,HOLD,HOLD,SELL,BUY,SELL,range-bound,range-bound,926701274.8052926
5342000000000,5342500000000,5340750000000,5340750000000,1438,ESM4,2024-05-20 13:22:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,941703539.2075144
5341000000000,5341250000000,5340500000000,5341000000000,1682,ESM4,2024-05-20 13:23:00,SELL,HOLD,HOLD,HOLD,BUY,HOLD,HOLD,SELL,range-bound,range-bound,991663483.6709358
5341000000000,5341250000000,5340750000000,5340750000000,1398,ESM4,2024-05-20 13:24:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1056395864.4473581
5340750000000,5342000000000,5340500000000,5340750000000,1515,ESM4,2024-05-20 13:25:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1111606581.5376902
5340750000000,5340750000000,5339250000000,5339250000000,2550,ESM4,2024-05-20 13:26:00,HOLD,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,range-bound,range-bound,1259233573.2963533
5339500000000,5339750000000,5334250000000,5336750000000,11573,ESM4,2024-05-20 13:27:00,HOLD,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,range-bound,range-bound,1580979111.0859587
5336750000000,5337250000000,5335000000000,5337000000000,3845,ESM4,2024-05-20 13:28:00,HOLD,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,range-bound,range-bound,1813477183.5184658
5337000000000,5337750000000,5335750000000,5336000000000,3561,ESM4,2024-05-20 13:29:00,HOLD,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2079587541.7073014
5336000000000,5336250000000,5334500000000,5335500000000,3838,ESM4,2024-05-20 13:30:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2340532724.5160785
5335250000000,5336000000000,5335000000000,5335750000000,2265,ESM4,2024-05-20 13:31:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2549819264.774069
5335500000000,5336000000000,5334000000000,5334500000000,2309,ESM4,2024-05-20 13:32:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2807738674.5971074
5334500000000,5336000000000,5334000000000,5335500000000,2276,ESM4,2024-05-20 13:33:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2979994322.4435506
5335500000000,5336750000000,5335500000000,5336500000000,2261,ESM4,2024-05-20 13:34:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,3091226588.000296
5336250000000,5336500000000,5334750000000,5335750000000,1929,ESM4,2024-05-20 13:35:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,3224815005.292223
5335750000000,5336250000000,5335500000000,5335500000000,1291,ESM4,2024-05-20 13:36:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3350128144.718066
5335750000000,5336250000000,5335250000000,5335750000000,942,ESM4,2024-05-20 13:37:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3449427195.922371
5335750000000,5336000000000,5335000000000,5335500000000,991,ESM4,2024-05-20 13:38:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bear,3542687018.8176923
5335250000000,5336500000000,5335250000000,5335750000000,1138,ESM4,2024-05-20 13:39:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3619470704.672652
5335500000000,5336250000000,5335500000000,5336000000000,1459,ESM4,2024-05-20 13:40:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3669910754.9990277
5336250000000,5336250000000,5335250000000,5335750000000,1520,ESM4,2024-05-20 13:41:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3735181157.987972
5335750000000,5336000000000,5335250000000,5335750000000,1355,ESM4,2024-05-20 13:42:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bear,3784371103.185037
5335750000000,5336500000000,5334250000000,5336500000000,1921,ESM4,2024-05-20 13:43:00,HOLD,HOLD,HOLD,BUY,HOLD,HOLD,HOLD,BUY,range-bound,bear,3795864309.8430676
5336250000000,5336750000000,5336000000000,5336500000000,1597,ESM4,2024-05-20 13:44:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3787872727.287885
