open,high,low,close,volume,symbol,datetime_est,momentum_signal,mean_reversion_signal,breakout_signal,reversal_signal,vwap_trend_signal,ema_12_26_signal,scalping_signal,heikin_ashi_signal,market_regime_ADX,market_regime_MA,volatility
5344.25,5344.25,5343.0,5343.5,2575,ESM4,2024-05-20 11:43:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1.5134706585158992
5343.5,5343.75,5342.5,5343.25,2187,ESM4,2024-05-20 11:44:00,SELL,HOLD,HOLD,HOLD,HOLD,SELL,HOLD,SELL,range-bound,bull,1.541246871541964
5343.5,5343.5,5342.5,5342.75,1577,ESM4,2024-05-20 11:45:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1.5816777627890444
5343.0,5343.0,5342.5,5343.0,1541,ESM4,2024-05-20 11:46:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1.6115312060679081
5343.0,5343.75,5342.0,5342.25,1925,ESM4,2024-05-20 11:47:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1.6651508257741263
5342.5,5342.75,5342.0,5342.25,1642,ESM4,2024-05-20 11:48:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1.7148710820737905
5342.5,5342.5,5341.75,5342.5,2030,ESM4,2024-05-20 11:49:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1.7444355979531434
5342.5,5343.25,5342.25,5343.0,1998,ESM4,2024-05-20 11:50:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1.762581039000168
5343.0,5343.0,5341.5,5342.5,2283,ESM4,2024-05-20 11:51:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.7974799980211515
5342.5,5342.75,5342.0,5342.5,1151,ESM4,2024-05-20 11:52:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.824237075860262
5342.5,5342.5,5341.5,5342.25,2718,ESM4,2024-05-20 11:53:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.8575705051682574
5342.25,5342.75,5341.5,5341.5,1769,ESM4,2024-05-20 11:54:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.9179343633388668
5341.75,5341.75,5340.75,5341.5,2893,ESM4,2024-05-20 11:55:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.9773496443514247
5341.75,5342.25,5341.25,5342.25,1377,ESM4,2024-05-20 11:56:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.008708942584213
5342.25,5343.5,5342.0,5342.75,2673,ESM4,2024-05-20 11:57:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.027431823227773
5343.0,5343.25,5342.25,5342.5,1326,ESM4,2024-05-20 11:58:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.0504680421252535
5342.75,5342.75,5342.25,5342.5,1288,ESM4,2024-05-20 11:59:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.071831888352951
5342.75,5343.75,5342.25,5343.5,1645,ESM4,2024-05-20 12:00:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.0688435504460716
5343.75,5344.5,5342.75,5342.75,2077,ESM4,2024-05-20 12:01:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.07685355933672
5343.0,5344.0,5342.75,5344.0,975,ESM4,2024-05-20 12:02:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.069957058028206
5344.0,5344.0,5343.5,5343.75,1531,ESM4,2024-05-20 12:03:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.0608330422770886
5344.0,5344.5,5343.5,5344.25,1338,ESM4,2024-05-20 12:04:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.0581048210437234
5344.5,5345.0,5344.0,5344.5,2155,ESM4,2024-05-20 12:05:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.052452954679008
5344.75,5344.75,5344.0,5344.0,1429,ESM4,2024-05-20 12:06:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.0363179783490883
5344.25,5344.5,5343.25,5343.25,1691,ESM4,2024-05-20 12:07:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.039586138415969
5343.5,5344.0,5343.0,5343.5,975,ESM4,2024-05-20 12:08:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.0442238160139796
5343.75,5343.75,5343.0,5343.5,639,ESM4,2024-05-20 12:09:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.0367984631909604
5343.5,5343.5,5342.25,5342.25,1229,ESM4,2024-05-20 12:10:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.0249859707365174
5342.0,5342.5,5341.25,5341.75,1669,ESM4,2024-05-20 12:11:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.034146633140412
5341.75,5341.75,5340.0,5340.5,3035,ESM4,2024-05-20 12:12:00,SELL,HOLD,SELL,HOLD,HOLD,HOLD,BUY,SELL,range-bound,range-bound,2.079086580681032
5340.5,5342.25,5340.25,5341.5,2195,ESM4,2024-05-20 12:13:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.058380872931838
5341.5,5342.0,5341.25,5341.75,687,ESM4,2024-05-20 12:14:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,2.0481575854464213
5341.5,5342.25,5341.0,5341.25,1298,ESM4,2024-05-20 12:15:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.0369379375648813
5341.0,5341.25,5340.0,5340.5,1456,ESM4,2024-05-20 12:16:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.0571536921214904
5340.5,5341.25,5340.5,5340.5,1268,ESM4,2024-05-20 12:17:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.0103425759329117
5340.5,5341.75,5340.5,5341.75,1264,ESM4,2024-05-20 12:18:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.9030643815405486
5341.5,5341.75,5340.5,5340.75,977,ESM4,2024-05-20 12:19:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.8175456588790155
5341.0,5342.5,5340.75,5342.25,1471,ESM4,2024-05-20 12:20:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.6980009041803956
5342.5,5342.5,5340.5,5340.5,1349,ESM4,2024-05-20 12:21:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.629936170248837
5340.5,5340.75,5339.75,5340.0,1560,ESM4,2024-05-20 12:22:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.5635122983103262
5340.0,5340.5,5339.5,5340.25,1310,ESM4,2024-05-20 12:23:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.4503134457107558
5340.5,5340.5,5339.5,5339.5,1099,ESM4,2024-05-20 12:24:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.3969212178188248
5339.5,5340.0,5339.25,5339.5,1153,ESM4,2024-05-20 12:25:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.3849388273356291
5339.5,5340.25,5339.0,5339.25,1622,ESM4,2024-05-20 12:26:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.3711953790710891
5339.25,5340.0,5339.25,5339.5,1304,ESM4,2024-05-20 12:27:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.390307356438129
5339.5,5340.0,5339.0,5339.75,1797,ESM4,2024-05-20 12:28:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.4146152705063149
5339.75,5340.75,5339.5,5340.25,1293,ESM4,2024-05-20 12:29:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4242222757785754
5340.25,5340.5,5339.75,5340.25,1270,ESM4,2024-05-20 12:30:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4396530866903667
5340.25,5340.5,5339.75,5340.25,1237,ESM4,2024-05-20 12:31:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4485494311423917
5340.25,5341.5,5340.25,5341.25,1527,ESM4,2024-05-20 12:32:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4491594567993946
5341.25,5341.25,5339.75,5340.5,1674,ESM4,2024-05-20 12:33:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.45964226969294
5340.25,5340.75,5340.25,5340.25,968,ESM4,2024-05-20 12:34:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.4714668349590712
5340.5,5340.75,5340.25,5340.5,1066,ESM4,2024-05-20 12:35:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4680305297522194
5340.5,5341.25,5340.25,5341.25,886,ESM4,2024-05-20 12:36:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4630767014291919
5341.0,5341.0,5340.5,5341.0,1132,ESM4,2024-05-20 12:37:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4593178494696515
5341.0,5342.5,5340.75,5342.25,1997,ESM4,2024-05-20 12:38:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4593178494696515
5342.0,5343.5,5342.0,5342.5,2336,ESM4,2024-05-20 12:39:00,BUY,HOLD,BUY,HOLD,HOLD,HOLD,BUY,BUY,range-bound,range-bound,1.4657926114289346
5342.5,5343.0,5342.0,5342.25,1365,ESM4,2024-05-20 12:40:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4689548266538313
5342.5,5343.25,5342.25,5342.75,1570,ESM4,2024-05-20 12:41:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4757723538286998
5343.0,5343.75,5342.75,5343.0,1421,ESM4,2024-05-20 12:42:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4805771124056746
5343.25,5344.0,5343.0,5343.75,1289,ESM4,2024-05-20 12:43:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.5087706548078075
5343.75,5344.0,5343.25,5343.5,1209,ESM4,2024-05-20 12:44:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.5287233070162651
5343.5,5343.75,5342.0,5342.75,2122,ESM4,2024-05-20 12:45:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.512406604486341
5342.75,5343.0,5342.25,5342.75,984,ESM4,2024-05-20 12:46:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.512406604486341
5343.0,5343.25,5342.5,5342.5,647,ESM4,2024-05-20 12:47:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.475772353828658
5342.75,5343.0,5342.0,5342.5,980,ESM4,2024-05-20 12:48:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.446390491695451
5342.5,5342.5,5341.25,5341.25,1150,ESM4,2024-05-20 12:49:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.3894897689817247
5341.5,5342.75,5341.5,5342.5,1296,ESM4,2024-05-20 12:50:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.3228279318557834
5342.75,5343.5,5342.5,5343.25,1500,ESM4,2024-05-20 12:51:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.294900643560023
5343.5,5343.75,5343.0,5343.5,1542,ESM4,2024-05-20 12:52:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.3032108754084832
5343.75,5344.25,5343.5,5343.75,1520,ESM4,2024-05-20 12:53:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.3125270559693265
5343.75,5344.25,5343.5,5343.5,976,ESM4,2024-05-20 12:54:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.3125270559693265
5343.5,5344.5,5343.25,5344.0,1665,ESM4,2024-05-20 12:55:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.3607967065991127
5344.0,5344.0,5343.0,5343.0,986,ESM4,2024-05-20 12:56:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.378198758562967
5343.25,5343.5,5343.0,5343.5,1071,ESM4,2024-05-20 12:57:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.39866007304176
5343.5,5344.25,5343.25,5344.0,1054,ESM4,2024-05-20 12:58:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.4428725907200588
5344.25,5344.75,5344.0,5344.5,1805,ESM4,2024-05-20 12:59:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.5032162488569643
5344.75,5344.75,5344.0,5344.5,1295,ESM4,2024-05-20 13:00:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.5565923672871624
5344.5,5344.5,5342.75,5343.25,1783,ESM4,2024-05-20 13:01:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.5581530441539968
5343.5,5344.5,5343.5,5344.25,1046,ESM4,2024-05-20 13:02:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.5834728805855451
5344.25,5344.25,5343.75,5344.0,670,ESM4,2024-05-20 13:03:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.612275354303389
5344.0,5344.5,5343.75,5344.5,592,ESM4,2024-05-20 13:04:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.6428218516546362
5344.5,5344.5,5343.5,5343.5,684,ESM4,2024-05-20 13:05:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.6562172428353883
5343.75,5344.0,5342.75,5343.5,1247,ESM4,2024-05-20 13:06:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.6502601569954836
5343.75,5344.5,5343.75,5344.0,1515,ESM4,2024-05-20 13:07:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.6379726937164538
5344.25,5344.75,5344.0,5344.5,918,ESM4,2024-05-20 13:08:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.641572447659319
5344.75,5344.75,5344.25,5344.25,1063,ESM4,2024-05-20 13:09:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.6057425356546962
5344.5,5344.5,5343.0,5343.25,1189,ESM4,2024-05-20 13:10:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.544418101625004
5343.5,5343.75,5343.25,5343.5,477,ESM4,2024-05-20 13:11:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.4659864124586894
5343.75,5344.25,5343.5,5344.0,433,ESM4,2024-05-20 13:12:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.3985472259917189
5344.0,5344.0,5343.25,5343.5,1085,ESM4,2024-05-20 13:13:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.3259025894311833
5343.25,5344.5,5343.25,5344.25,1610,ESM4,2024-05-20 13:14:00,HOLD,HOLD,BUY,HOLD,HOLD,HOLD,BUY,BUY,range-bound,range-bound,1.2825312329634273
5344.0,5345.25,5344.0,5345.25,1074,ESM4,2024-05-20 13:15:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.2626881297528505
5345.25,5345.5,5344.75,5344.75,980,ESM4,2024-05-20 13:16:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1.2149895040017398
5345.0,5345.0,5344.0,5344.0,975,ESM4,2024-05-20 13:17:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.1872374775781507
5344.25,5344.25,5343.0,5343.0,1237,ESM4,2024-05-20 13:18:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.1148390742605114
5343.0,5343.5,5342.25,5342.75,1437,ESM4,2024-05-20 13:19:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.020527938180871
5343.0,5343.0,5342.0,5342.0,1049,ESM4,2024-05-20 13:20:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,0.9489827088507983
5342.0,5342.25,5340.75,5341.75,2443,ESM4,2024-05-20 13:21:00,SELL,HOLD,SELL,HOLD,HOLD,SELL,BUY,SELL,range-bound,range-bound,0.926701274632003
5342.0,5342.5,5340.75,5340.75,1438,ESM4,2024-05-20 13:22:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,0.9417035390371143
5341.0,5341.25,5340.5,5341.0,1682,ESM4,2024-05-20 13:23:00,SELL,HOLD,HOLD,HOLD,BUY,HOLD,HOLD,SELL,range-bound,range-bound,0.9916634835097051
5341.0,5341.25,5340.75,5340.75,1398,ESM4,2024-05-20 13:24:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.0563958642967817
5340.75,5342.0,5340.5,5340.75,1515,ESM4,2024-05-20 13:25:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1.1116065813951985
5340.75,5340.75,5339.25,5339.25,2550,ESM4,2024-05-20 13:26:00,HOLD,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,range-bound,range-bound,1.259233573171765
5339.5,5339.75,5334.25,5336.75,11573,ESM4,2024-05-20 13:27:00,HOLD,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,range-bound,range-bound,1.5809791109884217
5336.75,5337.25,5335.0,5337.0,3845,ESM4,2024-05-20 13:28:00,HOLD,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,range-bound,range-bound,1.8134771834350776
5337.0,5337.75,5335.75,5336.0,3561,ESM4,2024-05-20 13:29:00,HOLD,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.079587541636124
5336.0,5336.25,5334.5,5335.5,3838,ESM4,2024-05-20 13:30:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.340532724454126
5335.25,5336.0,5335.0,5335.75,2265,ESM4,2024-05-20 13:31:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.549819264718317
5335.5,5336.0,5334.0,5334.5,2309,ESM4,2024-05-20 13:32:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.8077386745476214
5334.5,5336.0,5334.0,5335.5,2276,ESM4,2024-05-20 13:33:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,2.9799943223977947
5335.5,5336.75,5335.5,5336.5,2261,ESM4,2024-05-20 13:34:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,3.091226587956745
5336.25,5336.5,5334.75,5335.75,1929,ESM4,2024-05-20 13:35:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,3.2248150052512288
5335.75,5336.25,5335.5,5335.5,1291,ESM4,2024-05-20 13:36:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3.3501281446794695
5335.75,5336.25,5335.25,5335.75,942,ESM4,2024-05-20 13:37:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3.4494271958857152
5335.75,5336.0,5335.0,5335.5,991,ESM4,2024-05-20 13:38:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bear,3.5426870187828645
5335.25,5336.5,5335.25,5335.75,1138,ESM4,2024-05-20 13:39:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3.619470704639366
5335.5,5336.25,5335.5,5336.0,1459,ESM4,2024-05-20 13:40:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3.669910754967024
5336.25,5336.25,5335.25,5335.75,1520,ESM4,2024-05-20 13:41:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3.735181157957258
5335.75,5336.0,5335.25,5335.75,1355,ESM4,2024-05-20 13:42:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bear,3.784371103155524
5335.75,5336.5,5334.25,5336.5,1921,ESM4,2024-05-20 13:43:00,HOLD,HOLD,HOLD,BUY,HOLD,HOLD,HOLD,BUY,range-bound,bear,3.7958643098144265
5336.25,5336.75,5336.0,5336.5,1597,ESM4,2024-05-20 13:44:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3.7878727272600226
5336.5,5337.75,5336.25,5337.25,1515,ESM4,2024-05-20 13:45:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3.7568119947077423
5337.0,5337.25,5336.5,5336.5,985,ESM4,2024-05-20 13:46:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,3.762252710078381
5336.5,5336.5,5335.75,5336.25,847,ESM4,2024-05-20 13:47:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bear,3.742602130473017
5336.25,5336.5,5336.0,5336.25,699,ESM4,2024-05-20 13:48:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bear,3.721100765774175
5336.25,5336.5,5334.5,5334.75,1729,ESM4,2024-05-20 13:49:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bear,3.712157544652794
5334.5,5335.5,5334.5,5335.25,1236,ESM4,2024-05-20 13:50:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bear,3.7071031326801314
